LoanID,CustomerAge,Income,LoanAmount,InterestRate,TermMonths,CreditScore,OriginationDate,Defaulted,DefaultDate,DTI,LTI,AgeGroup,TimeToDefaultMonths,OriginationMonth,GDP_Growth,Unemployment_Rate,Inflation_Rate,GDP_Growth_3MAvg,Unemployment_3MAvg,Inflation_3MAvg,PD,LGD,EAD,ECL,CreditScoreBand,IFRS9_Stage,LoanAgeMonths
L02528,52,106570,39176,17.77,24,548,2023-02-02,0,,0.3676081448812986,0.3676081448812986,50s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.04,0.23,39252.05,361.08,Poor,Stage 2,27
L02529,67,93511,24314,13.11,36,437,2023-07-24,0,,0.2600121910791244,0.2600121910791244,60s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.09,0.369,24997.81,831.27,Poor,Stage 2,22
L02530,66,92502,44901,15.35,12,652,2024-03-01,0,,0.4854057209573847,0.4854057209573847,60s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.07,0.339,45788.62,1085.49,Fair,Stage 2,14
L02531,47,102597,25293,17.33,48,752,2023-02-08,0,,0.2465276762478435,0.2465276762478435,40s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.05,0.294,25297.12,372.07,Very Good,Stage 2,27
L02532,55,89192,24618,17.03,36,814,2023-03-10,0,,0.2760113014620145,0.2760113014620145,50s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.16,0.306,24559.79,1203.4,Excellent,Stage 2,26
L02533,58,128422,24329,4.96,12,734,2022-11-14,1,2022-11-24,0.1894457335970472,0.1894457335970472,50s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.25,0.294,25378.75,1868.18,Good,Stage 2,30
L02534,43,122667,5163,6.65,60,659,2023-11-27,0,,0.0420895595392403,0.0420895595392403,40s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.26,0.207,5180.71,279.38,Fair,Stage 2,17
L02535,60,134869,44862,11.75,24,681,2023-10-12,0,,0.3326338891813538,0.3326338891813538,50s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.11,0.326,43644.05,1566.58,Good,Stage 2,19
L02536,22,148482,21940,4.75,12,460,2022-08-18,0,,0.1477620182917794,0.1477620182917794,20s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.3,0.276,22332.53,1850.82,Poor,Stage 2,33
L02537,30,112724,17088,12.88,36,533,2022-10-28,0,,0.1515914978176785,0.1515914978176785,20s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.06,0.278,16760.68,279.59,Poor,Stage 2,31
L02538,38,144852,15178,8.83,48,694,2023-05-29,1,2026-05-11,0.1047828128020324,0.1047828128020324,30s,36.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.24,0.359,15398.87,1325.46,Good,Stage 2,24
L02539,56,89081,27798,8.9,60,829,2022-08-23,1,2025-12-24,0.3120530752910272,0.3120530752910272,50s,41.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.73,0.229,27293.71,4561.32,Excellent,Stage 3,33
L02540,21,86189,11129,8.22,60,743,2023-08-28,0,,0.1291232059775609,0.1291232059775609,20s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.13,0.298,11072.88,428.65,Very Good,Stage 2,20
L02541,21,123410,40204,17.56,12,399,2024-02-05,0,,0.3257758690543716,0.3257758690543716,20s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.09,0.223,41213.89,826.74,Poor,Stage 2,15
L02542,27,81589,16944,7.31,12,629,2022-08-01,0,,0.2076750542352523,0.2076750542352523,20s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.06,0.276,16904.6,279.73,Fair,Stage 2,34
L02543,47,22953,47941,15.72,24,543,2023-08-14,0,,2.08865943449658,2.08865943449658,40s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.13,0.288,46713.12,1746.85,Poor,Stage 2,21
L02544,26,129588,14154,8.68,60,765,2023-06-08,0,,0.1092230762107602,0.1092230762107602,20s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.31,0.282,14413.79,1257.96,Very Good,Stage 2,23
L02545,63,109170,29292,6.9,60,321,2022-12-30,1,2023-05-14,0.2683154712833196,0.2683154712833196,60s,4.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.71,0.387,29109.54,8007.67,Poor,Stage 3,29
L02546,30,50273,29234,15.7,24,422,2023-07-30,0,,0.581504982793945,0.581504982793945,20s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.35,0.303,28473.19,3020.76,Poor,Stage 2,21
L02547,30,141132,14330,5.41,48,693,2023-04-09,0,,0.1015361505540912,0.1015361505540912,20s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.49,0.336,14406.67,2370.85,Good,Stage 3,25
L02548,41,58292,8250,13.08,24,619,2024-04-29,0,,0.1415288547313525,0.1415288547313525,40s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.04,0.263,8110.72,85.48,Fair,Stage 2,12
L02549,37,140648,8279,13.66,36,832,2023-09-10,0,,0.0588632614754564,0.0588632614754564,30s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.11,0.291,7930.12,253.55,Excellent,Stage 2,20
L02550,67,111110,28333,12.35,36,493,2022-08-16,1,2025-01-03,0.2549995499954999,0.2549995499954999,60s,29.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.1,0.441,29692.65,1310.08,Poor,Stage 2,33
L02551,38,34677,34241,9.28,12,430,2023-11-16,0,,0.9874268246964848,0.9874268246964848,30s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.02,0.267,34497.16,184.0,Poor,Stage 2,18
L02552,66,69212,21595,12.6,24,432,2022-11-14,0,,0.3120123677974917,0.3120123677974917,60s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.06,0.368,22040.03,487.07,Poor,Stage 2,30
L02553,58,100869,33129,9.11,24,618,2022-11-04,0,,0.3284358920976712,0.3284358920976712,50s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.03,0.318,33508.09,319.92,Fair,Stage 2,30
L02554,68,129160,36241,6.57,12,798,2024-04-27,0,,0.2805899659337256,0.2805899659337256,60s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.42,0.316,35745.95,4737.56,Very Good,Stage 3,12
L02555,21,41383,48438,7.89,48,809,2023-02-19,0,,1.1704806321436338,1.1704806321436338,20s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.16,0.287,47866.22,2200.54,Excellent,Stage 2,27
L02556,57,105040,28666,14.0,24,328,2023-11-04,0,,0.2729055597867479,0.2729055597867479,50s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.11,0.264,28448.7,826.23,Poor,Stage 2,18
L02557,61,52406,43262,6.64,60,833,2024-01-01,0,,0.8255161622714956,0.8255161622714956,60s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.04,0.281,44451.97,500.25,Excellent,Stage 2,16
L02558,32,110627,17333,16.78,24,464,2023-10-29,0,,0.1566796532492068,0.1566796532492068,30s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.08,0.299,16949.88,405.01,Poor,Stage 2,18
L02559,65,35577,27298,8.42,48,304,2022-08-12,0,,0.7672934761222138,0.7672934761222138,60s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.28,0.291,27844.79,2267.28,Poor,Stage 2,33
L02560,60,86640,20654,16.07,24,685,2023-08-30,0,,0.2383887349953831,0.2383887349953831,50s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.05,0.294,20505.47,301.06,Good,Stage 2,20
L02561,69,34878,12145,17.88,60,372,2024-04-08,1,2025-11-28,0.3482137737255577,0.3482137737255577,60s,20.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.79,0.19,11716.89,1760.88,Poor,Stage 3,13
L02562,66,112721,9105,5.42,36,740,2023-02-04,0,,0.0807746560090843,0.0807746560090843,60s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.11,0.333,9224.89,337.46,Good,Stage 2,27
L02563,35,136056,45949,6.74,36,483,2023-04-14,0,,0.3377212324337038,0.3377212324337038,30s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.03,0.251,46005.91,345.77,Poor,Stage 2,25
L02564,68,137639,33011,5.15,48,644,2023-09-01,0,,0.2398375460443624,0.2398375460443624,60s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.06,0.314,32859.09,618.15,Fair,Stage 2,20
L02565,32,35324,9243,8.52,48,644,2024-04-16,0,,0.2616634582719964,0.2616634582719964,30s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.12,0.325,9486.76,369.94,Fair,Stage 2,13
L02566,24,106861,30949,16.58,60,828,2023-11-11,0,,0.2896192249744996,0.2896192249744996,20s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.06,0.288,31212.0,540.24,Excellent,Stage 2,18
L02567,56,101993,44443,5.33,36,635,2022-08-01,0,,0.4357455903836538,0.4357455903836538,50s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.07,0.317,45104.53,999.96,Fair,Stage 2,34
L02568,24,117180,41014,11.15,36,428,2023-03-18,1,2023-04-19,0.3500085338795016,0.3500085338795016,20s,1.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.81,0.218,43311.31,7660.08,Poor,Stage 3,26
L02569,21,87442,28534,13.35,36,364,2023-09-08,0,,0.3263191601289998,0.3263191601289998,20s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.57,0.309,27543.64,4858.53,Poor,Stage 3,20
L02570,41,58892,43605,15.16,36,577,2023-06-29,0,,0.7404231474563608,0.7404231474563608,40s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.06,0.231,44777.19,619.49,Poor,Stage 2,22
L02571,66,26659,4238,8.19,60,695,2023-06-24,0,,0.1589707040774222,0.1589707040774222,60s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.57,0.266,4148.95,628.3,Good,Stage 3,23
L02572,35,122985,47258,5.4,48,392,2023-05-27,0,,0.3842582428751473,0.3842582428751473,30s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.11,0.321,46633.16,1647.53,Poor,Stage 2,24
L02573,21,125481,48969,15.08,48,755,2022-11-01,0,,0.3902503167810266,0.3902503167810266,20s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.35,0.309,50219.03,5427.27,Very Good,Stage 2,30
L02574,46,42233,20800,17.02,12,406,2022-06-14,0,,0.4925058603461748,0.4925058603461748,40s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.07,0.275,21391.73,411.53,Poor,Stage 2,35
L02575,34,130240,5118,12.42,48,675,2023-10-28,0,,0.039296683046683,0.039296683046683,30s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.19,0.215,5170.21,211.15,Good,Stage 2,18
L02576,22,148142,22874,6.99,36,466,2023-10-01,0,,0.1544059078451755,0.1544059078451755,20s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.32,0.294,22407.43,2108.36,Poor,Stage 2,19
L02577,30,89381,49264,8.75,24,398,2023-04-29,0,,0.5511685928776809,0.5511685928776809,20s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.26,0.336,49948.24,4361.62,Poor,Stage 2,25
L02578,30,143513,35252,17.84,36,789,2023-12-19,1,2025-11-24,0.2456362838209778,0.2456362838209778,20s,24.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.7,0.351,33874.32,8315.86,Very Good,Stage 3,17
L02579,46,100398,44232,10.95,36,631,2023-01-19,0,,0.4405665451503018,0.4405665451503018,40s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.07,0.333,43796.4,1020.74,Fair,Stage 2,28
L02580,44,51066,36181,8.82,48,678,2023-01-12,0,,0.7085144714682959,0.7085144714682959,40s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.01,0.273,35119.32,95.79,Good,Stage 1,28
L02581,64,36225,37714,11.07,12,340,2023-09-16,0,,1.041104209799862,1.041104209799862,60s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.13,0.279,36768.03,1332.98,Poor,Stage 2,20
L02582,25,144212,6449,12.6,60,405,2022-08-09,0,,0.0447188860843757,0.0447188860843757,20s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.07,0.29,6490.23,131.88,Poor,Stage 2,33
L02583,66,46141,39989,13.58,24,378,2023-12-26,1,2024-10-14,0.8666695563598535,0.8666695563598535,60s,10.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.65,0.157,41388.64,4210.83,Poor,Stage 3,16
L02584,43,34012,37889,4.12,24,762,2023-04-26,0,,1.1139891802893096,1.1139891802893096,40s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.14,0.285,37953.6,1512.87,Very Good,Stage 2,25
L02585,28,104958,18764,5.96,12,523,2022-06-11,1,2023-03-18,0.1787762724137274,0.1787762724137274,20s,9.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.18,0.199,19708.42,706.59,Poor,Stage 2,35
L02586,50,149042,30990,16.77,36,642,2022-07-14,0,,0.2079279666134378,0.2079279666134378,40s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.2,0.312,31408.14,1958.18,Fair,Stage 2,34
L02587,67,68465,27491,6.5,60,414,2022-10-28,0,,0.4015336303220623,0.4015336303220623,60s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.09,0.355,26828.67,857.22,Poor,Stage 2,31
L02588,59,28417,9566,6.8,60,323,2022-12-29,0,,0.3366294823521131,0.3366294823521131,50s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.12,0.292,9559.59,334.43,Poor,Stage 2,29
L02589,39,120288,31832,16.11,60,413,2023-10-05,0,,0.2646315509444001,0.2646315509444001,30s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.04,0.25,30784.05,308.35,Poor,Stage 2,19
L02590,52,37338,6291,4.08,48,823,2023-12-04,1,2024-01-09,0.16848786758798,0.16848786758798,50s,1.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.25,0.426,5973.06,636.82,Excellent,Stage 2,17
L02591,31,46720,44106,7.54,36,341,2023-02-14,0,,0.9440496575342464,0.9440496575342464,30s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.11,0.281,43906.46,1357.74,Poor,Stage 2,27
L02592,51,127187,36793,15.36,24,587,2024-05-12,1,2025-12-09,0.2892827097108981,0.2892827097108981,50s,19.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.64,0.167,36560.2,3901.0,Fair,Stage 3,12
L02593,28,78073,10389,10.04,24,703,2022-11-20,0,,0.1330677699076505,0.1330677699076505,20s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.08,0.333,10756.31,286.29,Good,Stage 2,30
L02594,29,87271,27315,6.14,36,404,2023-04-21,0,,0.3129905696050234,0.3129905696050234,20s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.19,0.266,26617.34,1342.78,Poor,Stage 2,25
L02595,60,119546,18636,15.89,24,640,2023-03-10,0,,0.1558897830123969,0.1558897830123969,50s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.05,0.35,18783.6,328.85,Fair,Stage 2,26
L02596,68,67951,10160,14.51,48,489,2023-08-10,0,,0.1495195067033597,0.1495195067033597,60s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.11,0.325,9910.79,353.83,Poor,Stage 2,21
L02597,26,90496,36556,16.61,60,338,2023-09-29,1,2024-07-04,0.4039515558698727,0.4039515558698727,20s,9.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.82,0.221,34626.85,6275.21,Poor,Stage 3,19
L02598,35,142117,33657,10.39,24,428,2024-05-06,0,,0.2368259954825953,0.2368259954825953,30s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.07,0.239,33175.94,553.97,Poor,Stage 2,12
L02599,56,106675,17767,7.65,48,517,2022-11-02,1,2024-08-31,0.1665526130771033,0.1665526130771033,50s,22.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.73,0.16,18403.17,2147.42,Poor,Stage 3,30
L02600,69,46520,47105,16.2,60,491,2022-06-03,1,2025-10-02,1.0125752364574376,1.0125752364574376,60s,41.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.23,0.311,47798.87,3424.09,Poor,Stage 2,36
L02601,67,136583,38268,11.5,36,347,2022-07-15,0,,0.2801812817114867,0.2801812817114867,60s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.01,0.297,37388.84,111.0,Poor,Stage 1,34
L02602,55,117398,15864,8.25,36,335,2023-03-21,0,,0.1351300703589499,0.1351300703589499,50s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.03,0.241,15689.75,113.54,Poor,Stage 2,26
L02603,39,71954,48609,7.04,48,406,2022-08-21,0,,0.6755566056091392,0.6755566056091392,30s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.17,0.281,48096.01,2296.77,Poor,Stage 2,33
L02604,32,129906,46950,7.78,48,425,2023-09-29,0,,0.3614151771280772,0.3614151771280772,30s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.18,0.325,46596.76,2722.23,Poor,Stage 2,19
